InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
443154,SKU_1034,Blue Pen,2,27/11/2020 02:00:00 PM,58.95,53021.0,United States,0.18,Bank Transfer,7.22,Stationery,In-store,Not Returned,UPS,Berlin,Medium
561793,SKU_1148,Wall Clock,35,23/10/2023 11:00:00 PM,30.93,99065.0,United States,0.2,Bank Transfer,16.91,Accessories,Online,Not Returned,DHL,Berlin,Medium
580829,SKU_1986,White Mug,43,10/04/2024 02:00:00 PM,74.33,68520.0,France,0.05,Credit Card,16.66,Accessories,Online,Returned,DHL,London,Low
677218,SKU_1376,Backpack,20,29/09/2023 03:00:00 PM,65.75,66123.0,United Kingdom,0.12,Bank Transfer,10.16,Apparel,Online,Not Returned,UPS,London,Low
676702,SKU_1336,Wireless Mouse,41,16/07/2022 11:00:00 AM,70.26,51620.0,Spain,0.03,Bank Transfer,10.59,Electronics,Online,Not Returned,DHL,Rome,Medium
906180,SKU_1242,Blue Pen,38,14/02/2025 11:00:00 PM,96.08,11087.0,Australia,0.02,Paypall,20.35,Stationery,Online,Returned,FedEx,Amsterdam,Low
897455,SKU_1485,USB Cable,33,04/08/2022 04:00:00 AM,62.87,14547.0,Italy,0.49,Bank Transfer,28.98,Electronics,In-store,Not Returned,DHL,Rome,High
811935,SKU_1805,Blue Pen,26,24/07/2020 01:00:00 AM,65.73,36918.0,France,0.37,Paypall,19.84,Stationery,Online,Not Returned,FedEx,Paris,Low
274981,SKU_1440,Blue Pen,19,27/07/2021 06:00:00 PM,24.11,89585.0,Sweden,0.23,Paypall,7.96,Stationery,Online,Not Returned,UPS,Paris,Low
638181,SKU_1899,Office Chair,9,26/06/2020 03:00:00 PM,51.12,55761.0,France,0.04,Paypall,20.49,Furniture,In-store,Not Returned,DHL,Rome,Low
976952,SKU_1107,USB Cable,32,06/02/2025 05:00:00 AM,30.18,44085.0,Belgium,0.01,Bank Transfer,17.82,Electronics,Online,Not Returned,FedEx,Rome,Medium
635620,SKU_1980,Wall Clock,24,09/01/2021 10:00:00 AM,4.16,74441.0,Italy,0.2,Credit Card,15.32,Accessories,In-store,Not Returned,DHL,Berlin,Low
650846,SKU_1628,White Mug,8,19/04/2022 12:00:00 AM,7.08,17314.0,Netherlands,0.12,Paypall,25.68,Accessories,In-store,Not Returned,DHL,Berlin,High
116833,SKU_1425,Office Chair,42,14/12/2023 08:00:00 PM,29.36,92860.0,Norway,0.14,Paypall,15.02,Furniture,In-store,Not Returned,FedEx,Rome,Low
531172,SKU_1830,Wall Clock,23,05/02/2022 09:00:00 AM,29.62,10101.0,Germany,0.19,Bank Transfer,11.35,Accessories,Online,Not Returned,UPS,London,High
969810,SKU_1987,Wireless Mouse,34,17/09/2022 12:00:00 PM,10.84,40109.0,Germany,0.22,Bank Transfer,24.2,Electronics,In-store,Not Returned,UPS,Paris,Low
563819,SKU_1421,Blue Pen,9,27/10/2021 02:00:00 PM,32.22,44902.0,Netherlands,0.33,Bank Transfer,8.2,Stationery,In-store,Not Returned,FedEx,Berlin,Low
434192,SKU_1930,Desk Lamp,36,21/01/2022 05:00:00 AM,72.73,90673.0,Sweden,0.14,Bank Transfer,18.98,Electronics,Online,Not Returned,DHL,Berlin,Low
671621,SKU_1316,Wireless Mouse,48,17/01/2020 04:00:00 AM,38.07,73119.0,Norway,0.37,Paypall,19.41,Electronics,In-store,Not Returned,UPS,Berlin,Medium
583007,SKU_1441,Desk Lamp,6,15/05/2025 12:00:00 PM,71.45,89447.0,Portugal,0.31,Credit Card,12.7,Electronics,Online,Not Returned,DHL,London,High
566725,SKU_1915,Blue Pen,26,29/02/2020 12:00:00 PM,52.09,14943.0,France,0.22,Credit Card,11.77,Stationery,In-store,Not Returned,FedEx,Paris,High
118508,SKU_1698,Wall Clock,18,19/03/2025 07:00:00 PM,96.46,63057.0,Australia,0.1,Paypall,24.22,Accessories,In-store,Not Returned,DHL,Paris,High
281693,SKU_1462,USB Cable,37,12/05/2021 11:00:00 PM,12.56,49923.0,Netherlands,0.06,Credit Card,14.62,Electronics,In-store,Not Returned,Royal Mail,Paris,High
331735,SKU_1853,Blue Pen,29,02/07/2023 10:00:00 PM,48.57,71570.0,Spain,0.24,Credit Card,29.57,Stationery,Online,Returned,UPS,Amsterdam,High
385248,SKU_1490,Office Chair,25,10/02/2021 09:00:00 PM,70.0,85716.0,France,0.39,Bank Transfer,22.71,Furniture,Online,Not Returned,UPS,London,High
598201,SKU_1835,Desk Lamp,12,19/06/2025 03:00:00 PM,43.42,71716.0,France,0.02,Credit Card,6.91,Electronics,In-store,Not Returned,DHL,Amsterdam,Medium
438971,SKU_1036,Blue Pen,11,22/11/2023 03:00:00 PM,60.11,49435.0,France,0.38,Bank Transfer,27.77,Stationery,In-store,Not Returned,DHL,Amsterdam,Low
312678,SKU_1770,Notebook,44,16/01/2023 11:00:00 AM,39.14,39941.0,Spain,0.1,Bank Transfer,10.45,Stationery,In-store,Not Returned,FedEx,Amsterdam,Medium
558189,SKU_1422,White Mug,3,26/10/2021 06:00:00 PM,42.64,82548.0,Netherlands,0.07,Paypall,13.95,Accessories,Online,Not Returned,FedEx,London,Low
442503,SKU_1893,Wireless Mouse,41,07/07/2025 05:00:00 AM,92.66,71532.0,Netherlands,0.02,Bank Transfer,25.41,Electronics,Online,Not Returned,Royal Mail,Paris,Low
870543,SKU_1136,Notebook,11,13/03/2021 04:00:00 AM,64.86,97328.0,France,0.36,Paypall,5.86,Stationery,In-store,Not Returned,UPS,Rome,Low
924726,SKU_1042,Desk Lamp,42,11/10/2021 04:00:00 AM,35.15,35102.0,Belgium,0.3,Credit Card,19.48,Electronics,In-store,Returned,Royal Mail,London,Medium
364029,SKU_1269,White Mug,36,15/03/2024 11:00:00 PM,13.02,82518.0,Australia,0.1,Bank Transfer,22.55,Accessories,Online,Not Returned,DHL,Amsterdam,High
564443,SKU_1115,T-shirt,30,05/10/2023 09:00:00 AM,59.55,52946.0,Portugal,0.14,Credit Card,29.06,Apparel,Online,Not Returned,DHL,Paris,Low
623990,SKU_1753,Backpack,7,23/03/2022 08:00:00 AM,60.13,49829.0,Sweden,0.13,Credit Card,27.04,Apparel,In-store,Not Returned,FedEx,Amsterdam,High
905576,SKU_1999,White Mug,37,19/07/2023 10:00:00 PM,13.84,40449.0,Germany,0.05,Bank Transfer,6.74,Accessories,Online,Not Returned,Royal Mail,London,Medium
787703,SKU_1891,USB Cable,32,16/12/2022 03:00:00 AM,35.51,52348.0,Portugal,0.44,Paypall,16.63,Electronics,Online,Not Returned,Royal Mail,London,Medium
995386,SKU_1743,Blue Pen,1,10/10/2024 06:00:00 AM,21.02,43732.0,Portugal,0.17,Credit Card,13.13,Stationery,In-store,Not Returned,FedEx,Paris,Low
159397,SKU_1803,Desk Lamp,31,17/02/2025 05:00:00 AM,26.63,92244.0,Italy,0.12,Bank Transfer,21.97,Electronics,Online,Not Returned,FedEx,Paris,Medium
771013,SKU_1675,Office Chair,19,05/04/2025 08:00:00 AM,22.16,37993.0,United States,0.03,Credit Card,13.5,Furniture,In-store,Not Returned,DHL,London,Medium
390690,SKU_1712,White Mug,2,19/01/2025 09:00:00 AM,82.39,58029.0,Italy,0.42,Bank Transfer,29.14,Accessories,Online,Not Returned,FedEx,Paris,Low
776856,SKU_1578,T-shirt,24,22/12/2024 10:00:00 AM,47.89,72210.0,Germany,0.02,Bank Transfer,22.96,Apparel,Online,Not Returned,FedEx,London,Medium
872718,SKU_1352,Blue Pen,28,03/06/2021 08:00:00 PM,49.35,34110.0,Italy,0.13,Paypall,5.64,Stationery,In-store,Not Returned,UPS,Amsterdam,Low
777800,SKU_1218,T-shirt,17,05/07/2020 08:00:00 PM,58.54,68260.0,Belgium,0.02,Bank Transfer,28.83,Apparel,Online,Not Returned,Royal Mail,Paris,Low
629787,SKU_1357,Blue Pen,39,23/12/2020 11:00:00 AM,69.82,58792.0,Germany,0.01,Paypall,10.06,Stationery,In-store,Not Returned,FedEx,Paris,Medium
487069,SKU_1818,Notebook,28,20/07/2022 10:00:00 AM,43.97,97240.0,Norway,0.26,Credit Card,6.19,Stationery,Online,Not Returned,Royal Mail,Paris,High
995481,SKU_1934,Blue Pen,23,02/01/2025 06:00:00 PM,28.54,57761.0,Germany,0.02,Bank Transfer,19.82,Stationery,Online,Not Returned,Royal Mail,Paris,High
345749,SKU_1404,Headphones,26,17/02/2023 06:00:00 PM,10.38,94431.0,Australia,0.37,Paypall,21.49,Electronics,Online,Not Returned,FedEx,Berlin,Medium
966452,SKU_1079,Office Chair,31,21/11/2024 01:00:00 AM,61.59,45208.0,Italy,0.16,Paypall,13.61,Furniture,In-store,Not Returned,Royal Mail,Berlin,High
469792,SKU_1932,Notebook,49,09/02/2021 10:00:00 PM,50.48,49109.0,Australia,0.28,Paypall,8.4,Stationery,In-store,Not Returned,Royal Mail,Berlin,High
502854,SKU_1517,Wireless Mouse,39,15/12/2021 02:00:00 PM,78.14,69279.0,Spain,0.16,Bank Transfer,20.61,Electronics,In-store,Not Returned,DHL,London,High
816112,SKU_1416,Headphones,25,17/02/2021 03:00:00 AM,99.24,23363.0,Spain,0.1,Paypall,23.44,Electronics,In-store,Not Returned,DHL,Rome,High
447449,SKU_1367,White Mug,15,02/01/2020 06:00:00 AM,40.36,83531.0,Portugal,0.03,Credit Card,6.14,Accessories,In-store,Not Returned,Royal Mail,Rome,High
699885,SKU_1424,Notebook,23,24/03/2024 01:00:00 AM,82.65,28133.0,Australia,0.23,Paypall,27.81,Stationery,Online,Not Returned,DHL,Berlin,Medium
504659,SKU_1585,Office Chair,38,27/02/2025 04:00:00 PM,95.33,22174.0,United Kingdom,0.02,Bank Transfer,12.24,Furniture,In-store,Not Returned,DHL,Paris,Medium
775028,SKU_1858,Wall Clock,44,30/08/2023 08:00:00 PM,28.75,40203.0,United Kingdom,0.14,Credit Card,26.82,Accessories,Online,Returned,UPS,London,High
278308,SKU_1068,T-shirt,47,02/10/2022 08:00:00 AM,14.45,21787.0,Germany,0.21,Paypall,22.75,Apparel,Online,Not Returned,DHL,London,High
213094,SKU_1483,Office Chair,36,05/02/2024 07:00:00 AM,96.55,61229.0,Portugal,0.16,Bank Transfer,26.62,Furniture,In-store,Not Returned,FedEx,London,High
651577,SKU_1203,Blue Pen,32,30/04/2025 01:00:00 AM,56.83,58775.0,United States,0.28,Paypall,16.69,Stationery,In-store,Not Returned,UPS,Paris,High
459281,SKU_1097,Desk Lamp,26,05/10/2020 01:00:00 PM,19.38,23334.0,Australia,0.25,Bank Transfer,25.77,Electronics,Online,Not Returned,Royal Mail,Amsterdam,Medium
384257,SKU_1636,Desk Lamp,38,30/06/2021 05:00:00 PM,22.37,87425.0,United Kingdom,0.05,Paypall,18.4,Electronics,Online,Not Returned,Royal Mail,Paris,Low
492623,SKU_1228,Headphones,30,09/06/2025 05:00:00 AM,41.2,53065.0,France,0.43,Paypall,24.41,Electronics,In-store,Not Returned,FedEx,Berlin,Low
237011,SKU_1424,Backpack,36,28/10/2023 09:00:00 PM,85.28,53596.0,Italy,0.24,Paypall,19.56,Apparel,In-store,Not Returned,UPS,Rome,Medium
431422,SKU_1411,Wall Clock,15,13/08/2022 08:00:00 PM,37.29,97861.0,Sweden,0.08,Bank Transfer,29.54,Accessories,In-store,Not Returned,FedEx,London,High
422433,SKU_1618,Office Chair,38,17/09/2021 02:00:00 AM,45.74,58290.0,Italy,0.45,Bank Transfer,29.93,Furniture,Online,Not Returned,DHL,Rome,Medium
151419,SKU_1306,Notebook,5,08/02/2025 01:00:00 PM,51.94,64050.0,Netherlands,0.25,Bank Transfer,8.62,Stationery,Online,Not Returned,DHL,Paris,High
144258,SKU_1399,Wireless Mouse,33,26/05/2022 07:00:00 PM,45.25,99064.0,Belgium,0.21,Credit Card,9.5,Electronics,In-store,Not Returned,DHL,Amsterdam,High
834769,SKU_1484,USB Cable,26,13/06/2021 06:00:00 PM,98.22,15212.0,Australia,0.24,Credit Card,26.65,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,Medium
776787,SKU_1364,T-shirt,11,26/03/2020 11:00:00 AM,95.04,69111.0,Portugal,0.02,Bank Transfer,27.6,Apparel,In-store,Not Returned,FedEx,London,Medium
443802,SKU_1363,Wall Clock,48,05/06/2023 12:00:00 AM,70.27,63151.0,Belgium,0.09,Credit Card,11.65,Accessories,Online,Not Returned,UPS,Berlin,High
921993,SKU_1091,Blue Pen,14,30/09/2022 01:00:00 PM,14.2,95427.0,Sweden,0.05,Bank Transfer,8.01,Stationery,In-store,Not Returned,UPS,London,High
226875,SKU_1327,Office Chair,22,15/04/2023 03:00:00 PM,9.87,15302.0,Spain,0.31,Bank Transfer,16.55,Furniture,In-store,Not Returned,UPS,London,High
369458,SKU_1747,Desk Lamp,46,22/03/2020 03:00:00 PM,69.7,17224.0,Sweden,0.01,Credit Card,9.61,Electronics,Online,Not Returned,FedEx,Paris,High
619518,SKU_1401,White Mug,20,10/03/2022 01:00:00 PM,37.4,16877.0,United Kingdom,0.48,Paypall,20.06,Accessories,Online,Not Returned,Royal Mail,Amsterdam,Low
915131,SKU_1294,Wireless Mouse,3,15/02/2020 05:00:00 AM,88.97,79431.0,Australia,0.15,Credit Card,8.56,Electronics,Online,Not Returned,FedEx,Amsterdam,Medium
294900,SKU_1957,Office Chair,10,14/02/2025 06:00:00 PM,96.19,99673.0,United States,0.35,Credit Card,22.39,Furniture,In-store,Not Returned,FedEx,Amsterdam,Low
674662,SKU_1401,USB Cable,25,16/11/2022 09:00:00 PM,72.23,95351.0,Australia,0.4,Credit Card,23.1,Electronics,Online,Not Returned,Royal Mail,Paris,Low
464692,SKU_1462,Notebook,10,08/03/2022 04:00:00 PM,35.88,16310.0,Sweden,0.42,Bank Transfer,20.75,Stationery,Online,Not Returned,FedEx,Amsterdam,High
533951,SKU_1276,Desk Lamp,32,28/09/2023 09:00:00 PM,13.74,66782.0,Sweden,0.06,Paypall,18.45,Electronics,In-store,Not Returned,Royal Mail,Paris,Low
448058,SKU_1540,Desk Lamp,11,01/04/2021 02:00:00 AM,58.18,67484.0,Netherlands,0.4,Paypall,27.9,Electronics,Online,Not Returned,Royal Mail,Berlin,Medium
730527,SKU_1235,USB Cable,37,08/07/2020 06:00:00 PM,68.8,43259.0,Sweden,0.02,Bank Transfer,24.57,Electronics,In-store,Not Returned,DHL,Rome,Low
968117,SKU_1303,Wall Clock,48,16/12/2020 12:00:00 PM,18.82,16781.0,United States,0.09,Credit Card,10.96,Accessories,In-store,Not Returned,FedEx,Berlin,Medium
789126,SKU_1668,Backpack,47,03/04/2022 03:00:00 PM,22.46,78475.0,Belgium,0.33,Credit Card,11.3,Apparel,In-store,Not Returned,FedEx,Rome,Medium
766779,SKU_1899,Desk Lamp,1,28/05/2025 11:00:00 PM,71.7,96594.0,Australia,0.15,Paypall,29.84,Electronics,Online,Not Returned,UPS,Amsterdam,Low
122995,SKU_1475,Backpack,27,15/04/2021 06:00:00 PM,8.7,89380.0,Spain,0.04,Bank Transfer,29.72,Apparel,Online,Not Returned,FedEx,Rome,Medium
836134,SKU_1285,Backpack,33,15/10/2023 04:00:00 PM,94.15,45001.0,France,0.14,Credit Card,25.86,Apparel,In-store,Not Returned,UPS,Paris,High
518472,SKU_1462,Wall Clock,35,26/05/2025 08:00:00 PM,10.17,79146.0,United States,0.02,Credit Card,21.82,Accessories,In-store,Returned,UPS,London,High
478324,SKU_1016,Desk Lamp,9,28/04/2023 05:00:00 AM,60.07,26551.0,Netherlands,0.08,Credit Card,25.84,Electronics,Online,Not Returned,DHL,London,Medium
516656,SKU_1740,Wall Clock,40,03/11/2022 06:00:00 PM,61.55,83891.0,Sweden,0.42,Credit Card,20.51,Accessories,Online,Not Returned,DHL,Amsterdam,Medium
947214,SKU_1304,Headphones,29,11/01/2021 08:00:00 AM,60.61,92604.0,Portugal,0.26,Bank Transfer,19.28,Electronics,In-store,Not Returned,UPS,Amsterdam,High
627109,SKU_1052,Headphones,34,14/05/2022 07:00:00 PM,87.62,75040.0,Sweden,0.21,Bank Transfer,5.6,Electronics,In-store,Not Returned,FedEx,Rome,High
296681,SKU_1390,Wall Clock,48,02/08/2021 06:00:00 PM,47.39,25211.0,United Kingdom,0.37,Credit Card,10.46,Accessories,Online,Not Returned,DHL,Rome,High
173869,SKU_1787,USB Cable,6,12/06/2020 09:00:00 AM,22.94,97897.0,Portugal,0.24,Bank Transfer,9.55,Electronics,In-store,Not Returned,DHL,Paris,Low
713772,SKU_1835,Notebook,27,23/05/2024 01:00:00 PM,1.65,24976.0,Germany,0.2,Credit Card,24.24,Stationery,Online,Not Returned,UPS,Rome,Low
169122,SKU_1683,T-shirt,39,16/05/2020 11:00:00 PM,88.73,86036.0,United States,0.45,Bank Transfer,6.82,Apparel,Online,Returned,DHL,Berlin,High
925173,SKU_1475,Office Chair,28,18/05/2024 03:00:00 AM,72.88,63685.0,Germany,0.38,Paypall,25.22,Furniture,Online,Returned,FedEx,Paris,High
351366,SKU_1299,Desk Lamp,34,28/09/2021 03:00:00 AM,76.15,22239.0,Norway,0.38,Paypall,9.76,Electronics,In-store,Returned,DHL,London,High
768043,SKU_1135,Wireless Mouse,26,09/12/2021 02:00:00 AM,46.24,99456.0,United States,0.48,Credit Card,6.13,Electronics,In-store,Not Returned,FedEx,Rome,Low
975893,SKU_1191,White Mug,4,21/03/2025 09:00:00 AM,45.92,14383.0,Germany,0.3,Paypall,22.01,Accessories,Online,Not Returned,UPS,Paris,Low
599597,SKU_1203,USB Cable,8,09/12/2023 12:00:00 PM,66.06,94881.0,Norway,0.17,Credit Card,21.74,Electronics,In-store,Not Returned,DHL,Rome,High
380141,SKU_1722,Desk Lamp,37,06/10/2021 12:00:00 AM,86.92,29667.0,Germany,0.2,Paypall,23.05,Electronics,Online,Not Returned,DHL,Paris,Low
269421,SKU_1980,Office Chair,49,24/03/2022 01:00:00 AM,64.29,53853.0,United Kingdom,0.17,Bank Transfer,27.89,Furniture,In-store,Not Returned,FedEx,Rome,Medium
485905,SKU_1617,USB Cable,22,11/02/2023 06:00:00 PM,84.68,23226.0,Germany,0.39,Bank Transfer,15.73,Electronics,In-store,Not Returned,UPS,Rome,Medium
528960,SKU_1797,USB Cable,23,09/09/2023 09:00:00 PM,9.57,48513.0,France,0.09,Paypall,24.88,Electronics,In-store,Not Returned,FedEx,Berlin,High
206311,SKU_1201,Backpack,22,26/12/2020 12:00:00 AM,54.8,23116.0,France,0.12,Bank Transfer,27.97,Apparel,In-store,Not Returned,UPS,Berlin,Medium
823809,SKU_1934,Office Chair,29,03/10/2021 07:00:00 PM,47.96,69120.0,Italy,0.44,Credit Card,8.35,Furniture,Online,Not Returned,Royal Mail,Amsterdam,High
855735,SKU_1579,Backpack,43,01/06/2025 12:00:00 PM,49.28,87995.0,France,0.05,Credit Card,21.12,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,Low
764471,SKU_1770,Notebook,12,29/12/2020 06:00:00 PM,65.78,87327.0,United Kingdom,0.43,Bank Transfer,15.12,Stationery,In-store,Not Returned,UPS,Paris,Medium
408094,SKU_1849,Wall Clock,16,15/12/2021 10:00:00 AM,31.51,77182.0,United States,0.16,Paypall,6.22,Accessories,In-store,Not Returned,DHL,Paris,Medium
766574,SKU_1077,White Mug,19,09/08/2025 08:00:00 AM,66.92,21246.0,Netherlands,0.37,Bank Transfer,27.39,Accessories,Online,Not Returned,UPS,Rome,Medium
401129,SKU_1684,Wall Clock,22,19/06/2021 09:00:00 AM,29.72,60781.0,Sweden,0.33,Credit Card,19.18,Accessories,In-store,Not Returned,DHL,Rome,High
568691,SKU_1375,Wireless Mouse,20,18/08/2023 10:00:00 AM,56.18,86915.0,United Kingdom,0.44,Bank Transfer,17.28,Electronics,Online,Not Returned,FedEx,London,Low
302032,SKU_1179,Backpack,20,18/08/2023 08:00:00 AM,52.77,93159.0,Portugal,0.39,Bank Transfer,6.55,Apparel,Online,Not Returned,Royal Mail,London,Low
874008,SKU_1661,Headphones,18,27/05/2021 01:00:00 AM,99.44,51406.0,United Kingdom,0.24,Bank Transfer,5.87,Electronics,In-store,Not Returned,UPS,London,High
843847,SKU_1358,T-shirt,23,21/09/2022 03:00:00 PM,15.69,32320.0,Sweden,0.08,Paypall,21.54,Apparel,In-store,Not Returned,UPS,Paris,Low
717838,SKU_1768,USB Cable,9,31/07/2022 06:00:00 AM,4.86,11141.0,Sweden,0.21,Bank Transfer,28.24,Electronics,In-store,Not Returned,DHL,Paris,Low
445938,SKU_1806,Backpack,21,01/07/2022 11:00:00 PM,17.15,96674.0,United States,0.24,Credit Card,21.09,Apparel,Online,Not Returned,FedEx,Paris,High
250250,SKU_1210,Notebook,14,06/08/2022 02:00:00 PM,56.4,39310.0,Australia,0.27,Paypall,20.0,Stationery,Online,Not Returned,UPS,London,Medium
362225,SKU_1007,Office Chair,17,03/09/2024 08:00:00 PM,44.57,33657.0,Portugal,0.4,Paypall,15.05,Furniture,Online,Not Returned,DHL,Paris,High
633893,SKU_1899,Wall Clock,1,28/05/2023 05:00:00 AM,67.68,71301.0,Belgium,0.27,Credit Card,26.56,Accessories,In-store,Returned,FedEx,Paris,High
502003,SKU_1756,Blue Pen,16,28/12/2022 01:00:00 PM,97.24,51232.0,Sweden,0.28,Bank Transfer,25.05,Stationery,In-store,Not Returned,DHL,Rome,Medium
194303,SKU_1006,White Mug,17,01/04/2023 02:00:00 AM,1.48,70394.0,Spain,0.16,Credit Card,8.44,Accessories,In-store,Returned,DHL,Rome,High
557307,SKU_1586,Backpack,2,05/06/2023 09:00:00 PM,23.56,49895.0,Portugal,0.1,Paypall,9.34,Apparel,In-store,Not Returned,DHL,Amsterdam,Low
863488,SKU_1066,Office Chair,27,25/05/2023 12:00:00 AM,35.43,53429.0,United Kingdom,0.0,Paypall,25.18,Furniture,In-store,Not Returned,Royal Mail,London,Medium
795686,SKU_1954,USB Cable,43,19/09/2023 04:00:00 PM,42.31,84182.0,Australia,0.21,Credit Card,22.17,Electronics,In-store,Not Returned,FedEx,Amsterdam,Low
170326,SKU_1376,Notebook,44,04/04/2020 01:00:00 PM,43.21,91427.0,France,0.28,Credit Card,11.01,Stationery,Online,Not Returned,FedEx,Paris,High
815472,SKU_1397,USB Cable,13,06/04/2024 07:00:00 AM,2.87,41510.0,France,0.27,Credit Card,8.84,Electronics,Online,Not Returned,DHL,Paris,Medium
472924,SKU_1065,Backpack,26,06/10/2022 03:00:00 PM,15.36,26511.0,United States,0.17,Credit Card,6.52,Apparel,Online,Not Returned,DHL,Amsterdam,Medium
929907,SKU_1707,Headphones,32,24/04/2024 09:00:00 AM,5.98,49999.0,Germany,0.35,Credit Card,27.22,Electronics,In-store,Not Returned,FedEx,Rome,Low
296979,SKU_1740,T-shirt,41,31/03/2022 05:00:00 PM,44.83,25488.0,Belgium,0.47,Credit Card,18.23,Apparel,In-store,Not Returned,UPS,Paris,High
965362,SKU_1239,Wireless Mouse,15,08/02/2023 11:00:00 PM,81.56,49375.0,Sweden,0.35,Paypall,24.99,Electronics,In-store,Not Returned,Royal Mail,Paris,Medium
130961,SKU_1820,Desk Lamp,25,19/05/2025 05:00:00 AM,45.75,23662.0,Netherlands,0.28,Bank Transfer,28.16,Electronics,In-store,Not Returned,DHL,Amsterdam,Medium
175475,SKU_1458,USB Cable,30,09/06/2024 07:00:00 PM,95.24,93307.0,Portugal,0.34,Credit Card,23.35,Electronics,In-store,Not Returned,Royal Mail,London,Low
286023,SKU_1032,Desk Lamp,22,18/05/2021 08:00:00 AM,29.16,23503.0,Australia,0.2,Paypall,11.41,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,Medium
115141,SKU_1783,White Mug,43,24/09/2021 07:00:00 AM,52.83,63519.0,Germany,0.3,Bank Transfer,13.15,Accessories,In-store,Not Returned,FedEx,London,Medium
338691,SKU_1095,Backpack,21,11/04/2023 02:00:00 AM,90.21,90398.0,Spain,0.39,Paypall,25.44,Apparel,In-store,Returned,DHL,Berlin,High
376923,SKU_1903,T-shirt,28,25/03/2021 08:00:00 PM,99.84,36129.0,United Kingdom,0.16,Credit Card,27.64,Apparel,Online,Not Returned,FedEx,Rome,Low
154808,SKU_1228,Wireless Mouse,16,11/07/2022 09:00:00 PM,61.31,69575.0,Germany,0.24,Credit Card,11.41,Electronics,In-store,Not Returned,Royal Mail,London,Low
336088,SKU_1978,Notebook,7,01/02/2024 09:00:00 PM,73.18,14775.0,Norway,0.11,Credit Card,27.86,Stationery,Online,Not Returned,Royal Mail,Rome,Medium
669798,SKU_1805,T-shirt,2,03/08/2021 08:00:00 AM,7.42,51449.0,France,0.2,Paypall,27.71,Apparel,Online,Not Returned,Royal Mail,Rome,High
605174,SKU_1965,White Mug,20,31/08/2024 10:00:00 PM,93.15,93123.0,Italy,0.49,Credit Card,17.66,Accessories,In-store,Not Returned,UPS,London,Low
182675,SKU_1934,Notebook,15,31/12/2024 11:00:00 PM,2.76,90510.0,Spain,0.25,Bank Transfer,28.03,Stationery,In-store,Not Returned,UPS,Amsterdam,High
830896,SKU_1232,Wall Clock,24,11/03/2021 11:00:00 AM,6.14,14112.0,Portugal,0.18,Bank Transfer,12.77,Accessories,Online,Not Returned,UPS,Rome,Low
132235,SKU_1054,Backpack,23,17/07/2025 10:00:00 AM,7.18,30943.0,Australia,0.43,Credit Card,22.6,Apparel,In-store,Returned,Royal Mail,Amsterdam,Low
839155,SKU_1815,Headphones,45,23/12/2023 12:00:00 PM,98.93,33269.0,United Kingdom,0.28,Credit Card,6.89,Electronics,Online,Not Returned,FedEx,London,High
775331,SKU_1809,Desk Lamp,46,11/05/2021 01:00:00 PM,37.0,34166.0,Sweden,0.0,Bank Transfer,5.35,Electronics,Online,Not Returned,Royal Mail,Berlin,Medium
907734,SKU_1701,White Mug,24,30/04/2022 03:00:00 PM,79.09,72219.0,Germany,0.34,Paypall,8.17,Accessories,In-store,Not Returned,Royal Mail,Rome,High
659723,SKU_1873,Backpack,36,14/03/2020 08:00:00 PM,29.67,78266.0,Norway,0.31,Paypall,28.64,Apparel,In-store,Not Returned,UPS,London,High
624201,SKU_1304,Headphones,27,08/09/2023 08:00:00 PM,7.62,57025.0,United Kingdom,0.03,Credit Card,15.08,Electronics,In-store,Not Returned,Royal Mail,London,High
442414,SKU_1989,Wall Clock,24,10/10/2024 04:00:00 AM,82.09,96805.0,Sweden,0.24,Paypall,15.77,Accessories,Online,Not Returned,UPS,Berlin,Low
494861,SKU_1760,Wireless Mouse,37,27/11/2021 07:00:00 AM,79.77,39068.0,Sweden,0.32,Credit Card,25.57,Electronics,Online,Not Returned,FedEx,Amsterdam,Medium
